Stkcd,Empnum,Vmntw3,A001000000,B001100000,B002000000,C001000000,T40801,T60200
300915,766,6587400,1489233634.53,571653494.39,86828351.88,79145476.84,0.0657,1.4471
300916,1244,2059500,1088258773.39,774427445.71,89266299.53,128510005.64,0.1071,2.0964
300919,2977,4273200,9864111074.13,7439624072.44,420159388.57,463587801.66,0.1095,0.7376
300920,665,957600,1295276834.47,434124746.99,126952267.89,84335420.91,0.1129,1.2695
300921,341,2818500,880622031.65,495037518.78,76036767.73,103349708.96,0.0944,1.0427
300922,192,1465200,891879354.57,230188146.54,64397016.25,29210555.56,0.0771,0.5749
300923,642,2347500,1207402617.33,349144416.44,57855175.91,44520213.75,0.0542,0.7361
300925,13335,4390600,1518946835.61,1947737519.73,121540205.37,66691218.56,0.1086,0.9388
300926,944,963500,1493994955.09,548766672.57,67298503.67,39526246.45,0.0774,0.4735
300928,157,2622600,1475959944.32,900870236.02,72127871.61,9985959.49,0.0579,0.9016
300930,179,876800,398130724.12,339338815.92,63691395.36,24472615.13,0.1811,0.8492
300931,376,1194200,735374070.3,452129380.75,55142189.22,28253396.05,0.1038,0.3062
300932,3210,2362000,1374986952,1311609533.76,148782074.85,85992447.14,0.1714,1.5806
300933,774,890100,2230132199.9,2054244735.69,90468270.44,-91480378.46,0.0855,0.2466
300935,192,2027100,270890146.48,150249749.87,55430101.57,36239760.84,0.2375,1.3081
300936,131,2444600,444786476,210439047.66,57777811.59,2305777.91,0.1606,1.0244
300937,759,1483000,839378687.05,2790133940.28,52418568.89,69319600.48,0.0998,0.7306
300938,899,1129800,491668335.71,286932933.76,60251786.18,125047342.5,0.1459,1.234
300939,1994,2251700,613698159.37,824064138.71,83344899.9,77121316.81,0.2027,1.3891
300940,1956,3166200,1161530178.75,1058114321.42,69666544.9,62332338.28,0.1403,0.7844
300941,242,2919800,579040669.92,613870533.74,146365656.65,157338886.34,0.3259,1.4297
300942,476,1539400,652886483.47,258455671.51,65449400.88,63793860.76,0.1192,0.1818
300945,680,3114100,606285723.44,808635446.78,63649309.11,84799026.25,0.1181,0.416
300946,536,1229800,622872098.53,380377950.03,93041755.31,84817799.53,0.1963,1.8608
300947,461,2186500,1446902824.93,833365723.18,106041147.1,194786156.21,0.1113,2.6234
300948,259,1322800,701656679.29,292036715.35,63492006.78,78269007.66,0.1359,0.907
300949,1437,4619500,669512075.41,491441001.6,102667635.32,92634439.5,0.2508,2.2815
300950,304,1143300,531368716,250530548.52,61524823.85,84891367.79,0.1688,0.8203
300951,925,3321400,627115278.36,686402214.45,171431734.98,14755058.4,0.4391,2.8572
300952,1270,2655400,859892202.12,829260358.5,112004907.83,107168336.34,0.2167,1.0304
300953,2219,3049300,1909243796.34,1192781434.43,130263723.81,-79282663.25,0.1777,1.866
300956,2552,1762000,1708053850.56,1512171255.61,99541373.13,47273699.35,0.1463,1.0055
300959,126,1331900,431810979.39,1102018652.72,83318865.16,6007383.71,0.2569,1.3886
300960,441,2051700,627527019.41,317786359.17,73678793.42,76910664.67,0.2015,0.9595
300961,753,2473000,1632770824.69,565554978.83,92345179.86,-190281031.67,0.1328,0.6946
300963,647,2489700,736416721.67,600278421.26,61085680.25,50152038.98,0.1163,0.6787
300965,111,2049100,574697885,213710100.39,97631961.45,117173018.35,0.2219,2.1696
300966,439,694000,804426535.29,468117263.96,53195484.94,13474987.99,0.0985,0.6166
300967,1440,902300,874431397.93,540018818,50248556.43,84866811.79,0.0817,0.3576
300968,4654,2241200,1813200920.32,1758288441.32,172945298.31,270967851.99,0.1479,0.5579
300969,644,2302000,441878892.63,341122318.62,66355181.16,78524441.1,0.2096,1.1059
300970,1584,2091400,1164722157.98,609398494.86,132211702.3,199089625.62,0.1554,3.0213
300971,702,1946900,731273540.35,364147928.59,84124315.5,50296439.34,0.1677,1.3353
300972,1002,1636100,658267502.95,449983599.12,96130282.5,156241037.41,0.2399,0.835
300973,2709,6154900,974685209.23,1809690090.92,232095144.33,285132151.67,0.356,1.8275
300975,536,4410900,1788062811.4,3118957464.97,149495775,-368364011.68,0.1355,0.4045
300976,2803,3200200,1102304097.82,959479778.19,213901736.28,136612663.11,0.2491,5.4621
300977,1919,3859900,495327893.75,572670802.65,120427647.49,73539617.27,0.3201,3.5842
300978,2999,1133600,1783103132.53,1475252249.91,191405309.98,284917921.15,0.1458,0.5034
300980,705,1427200,457086477.58,316692308.6,74932891.72,73570296.86,0.2465,1.3896
600016,59262,10816700,6950233000000,166777000000,35102000000,-82402000000,0.0649,0.8017
600031,24586,44999700,126254548000,100054283000,15860689000,13362907000,0.2726,1.8707
600051,704,5405400,7047050098.31,4913513656.2,501962836.53,199024830.88,0.1542,1.6147
600052,87,2774500,3861041583.77,186440120.09,-46833706.1,-21136018.56,-0.0139,-0.0555
600053,260,1800000,3362559593.54,336346885.6,81401430.24,-326083140.52,0.0298,0.1878
600055,814,2530700,2859758301.07,1131904792.4,218272449.05,520025424.07,0.0917,0.4036
600066,16118,5863900,33311872530.14,21705048359.92,518075311.4,3568473337.85,0.0335,0.234
600067,1186,4676300,24511762702.36,8891814904.28,352922048.44,129256211.36,0.0379,0.2365
600070,254,3675500,3688334850.83,3039071246.81,-403687362.4,-44592224.67,-0.1706,-0.7734
600076,839,1520000,7140218288.31,1023101597.24,-162774361.21,-468688450.23,-0.0407,-0.1574
600077,1036,3880000,43017114617.12,7161415260.72,320634965.64,193000513.11,0.056,0.2393
600079,15042,2691200,31626870009.46,20368918739.96,1724035857.02,1988506272.54,0.1333,1.1166
600080,676,805200,1958574300.85,668180334.76,36952202.6,46558370.18,0.0215,0.099
600083,23,1392000,483313711.64,244395512.95,10866753.63,27642835.74,1.0726,0.0472
600089,16845,7315300,109494347449.13,44165999579.17,3196437364.1,5258062188.98,0.0686,0.8606
600090,821,1399000,6913578062.53,893822581.4,-2333974263.36,16784982.34,-0.5726,-3.9283
600091,506,278000,1156991876.52,18234735.86,-17589842.17,-43292591.53,-0.0197,-0.0402
600095,2379,4648400,31668784851.01,2636683522.69,357133506.13,254972482.05,0.0336,0.1332
600097,1161,2348100,2815410425.47,1968952164.37,146126880.46,326321656.49,0.0763,0.3564
600101,1699,1902400,3401386478.15,1668225827.41,76120615.02,165258081.52,0.0313,0.1806
600105,4148,2138800,7370734907.12,3285355632.15,-577347823.42,1030314085.94,-0.1894,-0.4181
600107,3081,3000000,1325604548.3,338918564.5,127580105.3,75255494.71,0.166,0.3544
600109,3545,23001100,67630340286.45,4634784480.38,1873691862.26,-3415491924.3,0.0831,0.6195
600110,1650,2116600,8016277689.01,2154765316.68,13689962.47,516531198.73,0.004,0.0098
600122,780,507100,10224940970.35,2231660294.83,-2253976735.01,36847654.92,-2.8434,-1.946
600130,409,2311300,1251363164.66,715034191.35,39094436.03,-137540512.09,0.041,0.0509
600133,2594,1798500,27178372195.78,10593750640.33,761953728.5,2544231178.51,0.108,0.9579
600136,318,2989200,8993156438.67,699702253.76,-2087057210.98,481690288.82,-0.9046,-3.5699
600137,324,670000,696177569.02,346533245.24,17756596.02,34605485.94,0.0347,0.1826
600139,81,514000,3027252584.23,143116133.84,-176844552.33,116661148.18,-0.2558,-0.2672
600143,10258,18320100,32454896472.95,35061170904.88,4609484985.1,6216986372.12,0.307,1.791
600146,614,1883500,1435344449.46,123577707.66,-443425571.32,-60025714.23,-0.6347,-0.9435
600149,130,1722900,672770202.5,196979597.65,37350916.44,24524866.64,0.1458,0.0983
600152,2513,5949000,3171313866.46,1744979518.01,48199480.19,29606382.59,0.0338,0.1145
600155,2806,8120000,48536157708.35,3135485045.27,668649107.16,1792483673.15,0.0439,0.3844
600157,8745,2850000,104133134714.24,22144195812.55,4596258747.95,5019089657.18,0.1011,0.2069
600162,3829,4290000,25623925893.49,4982150889.31,263330776.42,597328920.56,0.0464,0.0775
600165,936,1721200,3334571091.58,119114953.74,23201018.04,-41059918.36,0.0182,0.0339
600167,3146,1671300,13857801304.88,3598009405.52,1728274089.55,927377471.38,0.1906,0.7553
600172,2523,949500,9970853473.64,2450502580.91,-980415270.43,429461582.7,-0.3046,-0.6798
600173,228,2641700,7865149583.15,2281298897.23,484375305.77,-93060728.48,0.1534,0.691
600177,20222,10822500,80015085418.2,11475570511.86,7206579494.38,2205669257.02,0.251,1.5568
600179,1077,3018000,8770606073.45,4834709156.41,1294450822.27,-525491120.71,0.2144,0.2776
600180,481,5085500,28354625087.02,36664924221.98,156867259.95,2658553897.35,0.0256,0.1543
600183,10818,22601000,18357445724.02,14687341460.15,1800202825.79,1757967491.81,0.1691,0.7858
600185,1686,8920500,37470008240.94,6388966672.69,557659027.73,1819913452.57,0.0661,0.2706
600186,1606,940800,1503783979.79,1654638589.14,76942546.27,-794229165.46,0.5097,0.0558
600187,716,2680000,4697084384.12,379100938.07,27292073.67,-217465063.21,0.0079,0.0165
600190,1578,3743800,18280016110.65,6804217807.24,185886360.33,769957619.48,0.0282,0.0928
600191,458,254200,1786359303.93,38639412.05,-125302443.18,-7907285.64,-0.0743,-0.2584
600193,172,625200,1301559592.7,1095965281.95,60938008.7,-45282479.25,0.1864,0.1433
600196,32258,27428600,83686009701.58,30306981264.17,3939979772.17,2579774349.87,0.0857,1.5373
600200,1322,2463000,3703715674.65,1871736670.77,-507595715.05,-414558357.17,-0.2741,-0.7125
600201,1444,2853300,6278282683.24,1581905632.48,422390078.91,699612782.08,0.0803,0.375
600208,1554,5600000,135684563270.94,13792021061.89,3290976076.96,5039415978.36,0.0854,0.3827
600209,229,1133200,473413266.26,54387403.07,-75688237.81,-32263391.25,-0.1879,-0.1724
600210,7069,10193900,11066600977.47,8417639218.25,594636610.77,1068746096.59,0.1057,0.3921
600211,476,2912400,2944288278.85,1373105105.65,420662501.2,428165608.42,0.1625,1.6966
600212,489,1703000,298314557.02,276801552.07,19540812.88,20396201.34,0.0774,0.0382
600213,1755,1450200,4165662222.23,1879479861.89,-157421322.5,414019355.41,-1.4908,-0.7156
600215,79,1291300,2823467176.11,168954737.15,83295111.68,56633196.37,0.0336,0.1791
600216,5835,3633300,10500457880.84,7326934799.14,659644526.22,1256721980.88,0.0821,0.6835
600219,18584,2558000,56011864285.89,22298992578.49,2221098709.19,5883410831.48,0.0502,0.1859
600220,4792,2930200,4912963339.81,1972351946.25,34121788.7,23945569.94,0.0148,0.0191
600223,4288,3625800,61498584742.77,13615482089.4,638889392.71,4448018883.54,0.098,0.6331
600226,611,1634100,3050414098.6,555657472.56,-942901496.45,46536359.47,-0.3587,-0.3013
600227,1213,1413500,4655407666.13,1926852891.74,52376175.49,264557038.82,0.0162,0.0309
600232,2322,1108000,1823413228.97,1013472591.41,22216554.34,97732872.66,0.0199,0.0609
600233,13490,10745300,26429151896.93,34907041590.3,1847701089.26,3491018414.36,0.1055,2.5978
600234,206,1660200,1052163403.74,1113972554.86,56890187.07,28197109.66,0.3792,0.281
600237,1875,807400,1677367227.9,847086629.33,9642141.51,69025898.43,0.0084,0.0171
600238,539,755900,1179595601.94,807900928.56,24347286.45,114041025.21,0.0433,0.0543
600239,3998,1350200,80336922200.91,4393259536.79,-3093538401.96,557909180.15,-1.6611,-1.9266
600242,125,1384100,1482198665.98,999164929.91,9472950.85,167005156.7,0.0181,0.0207
600243,1362,760000,1658652760.62,636706166.24,14128446.74,-103640837.35,0.0122,0.0322
600246,278,7381300,11582215557.35,1362421996.78,75742648.81,1224419648.55,0.01,0.0369
600252,3993,5891200,11974613830.64,3676393702.92,236081657.38,656615884.56,0.0287,0.0679
600255,1041,1815400,3134386839.91,2237956764.42,79419779.1,42962753.38,0.0558,0.0449
600256,5454,2743300,54120478466.57,15133627913.31,1110183176.31,4587726939.23,0.0644,0.1644
600257,1777,1050000,1968514403.28,936517809.75,20947019.82,-33584944.13,0.0161,0.0435
600260,1821,980000,12573799080.05,8499587353.47,437008169.44,2042920354.98,0.0639,0.4382
600261,7125,5407400,6478349096.63,4820894277.47,484896337.27,702774676,0.1229,0.3339
600265,345,542000,295745361.49,50678245.07,-18815713.68,31553943.38,-0.9177,-0.145
600273,1346,3516900,9907118333.94,5567617516.91,1302893480.33,1419765298.83,0.1676,0.9094
600275,364,812000,125112143.35,24157383.42,-31575933.13,-6882286.95,-0.7524,-0.0621
600276,28903,9080000,34729589915.43,27734598747.82,6308893128.7,3431934805.24,0.2049,1.1833
600277,3963,2458100,36421781821.88,12915201031.88,651651679.33,1774595322.17,0.0341,0.2379
600280,2990,4923700,13140042832.53,3183051120.44,85036118.01,60068787.62,0.088,0.0741
600282,11431,7910000,47906285930.71,53122864092.53,3187552783,2565045752.31,0.132,0.5186
600285,2604,3729000,3457756227.25,2331577446.95,324382375.1,450529975.71,0.1397,0.5713
600288,2430,5781000,3603742311.97,2315175744.25,83519332.22,109306659.14,0.0395,0.1912
600289,1534,2738700,2579476108.07,523542622.75,-362171681.41,597036701.41,-0.2345,-0.5739
600290,1180,2021500,4405518938.48,839418265.85,32350865.12,-190404373.33,0.0264,0.0426
600291,37,1260000,2832950953.57,9888144291.84,-40516151447.37,-1283621308.61,-21.4958,-37.0666
600293,2360,2856600,4690962714.89,2577683736.4,-2069878668.19,284157582.38,-1.0295,-1.7842
600295,21222,4443900,46800416223.11,23141197882.47,1999581973.54,5208696632.16,0.1096,1.4003
600297,43902,7863500,146911523614.52,158442099893.06,1828342863.06,4190648304.58,0.0388,0.2254
600300,3212,1872000,6719134045.72,4798816953.1,438949368.56,896375609.08,0.1455,0.2625
600303,4405,703100,5114199350.79,2622946516.81,60596273.16,34626594.4,0.0194,0.0897
600308,6840,1250100,14904255702.59,12307883137.12,646848582.46,2486917728.63,0.0731,0.554
600311,847,572600,801114350.88,549944408.9,-420206133.26,115241297.67,-2.0191,-0.6313
600315,5501,8684000,11295320619.07,7032385622.18,430201656.84,643434435.1,0.0662,0.6345
600319,797,1531100,1942131835.39,49293774.73,-25674518.32,-35544105.95,-0.6612,-0.0814
600321,554,2156100,4373016230.67,731484888.83,-768061283.97,-1697834819.22,-0.396,-0.5085
600327,4275,3368500,7098957774.99,7936307260.29,315612192.33,31757064.7,0.0876,0.3567
600330,5039,1770000,7503722442.08,3155775787.21,386246495.69,-3232428.66,0.0807,0.3876
600331,3005,2316500,2327195687.24,2280777892.06,-2246319493.21,-23857240.33,-45.7368,-1.1055
600337,10144,3626000,7531910793.94,4571328460.37,301355829.99,621080797.05,0.0707,0.1706
600338,2007,2330000,3778381196.07,1132618199.85,30584296.74,366711465.13,0.015,0.0335
600340,21450,61275700,488762358827.1,101208520744.92,4805739681.5,-23159667027.56,0.0526,1.2281
600346,29522,3751000,191028726649.71,152373395747.26,13494793511.4,24142881290.52,0.287,1.9171
600351,5270,2634800,4014286809.26,2602423106.49,108986985.52,380960275.34,0.0387,0.1415
600352,8284,10863900,56314538994.82,15605441783.04,4381893720.68,2781096479.2,0.1457,1.3469
600353,1311,1556000,1617104604.03,902035497.45,58166015.47,43349312.27,0.0474,0.107
600355,394,1124600,442334697.06,196600847.38,-35482770.9,-42809384.26,-0.1373,-0.0721
600358,164,2192200,512924400.91,522299747.01,20106070.72,-51662026.71,0.1259,0.0398
600360,2051,979500,6109891823.72,1718583578.88,33551205.59,291371934.58,0.0108,0.0349
600361,15068,3338800,8217689095.33,9548681528.16,104043386.78,671208685.27,0.0371,0.1563
600363,6216,3797800,6292313793.93,3826689283.64,308670151.37,498430843.75,0.0939,0.6777
600365,500,916000,1080158333.87,608243677.36,-60612785.27,-176912459.85,-0.09,-0.1515
600366,3134,2470000,6007019067.13,2399107591.66,171088648.04,-21128018.96,0.0386,0.173
600369,2346,4580000,79188318465.26,1433483651.15,1057794055.51,-3808187088.3,0.0422,0.1592
600370,2477,3882900,12675237443.69,16299797475.03,585937333.51,613675967.05,0.0982,0.1602
600371,201,1590000,746279032.47,240058209.59,61678163.72,-15190511.33,0.1068,0.2108
600373,6527,3370800,24370351033.56,10339544970.92,1830124141.36,2770158153.18,0.1191,1.3506
600375,3285,1530000,12624237209.41,6428249565.49,-489118827.51,-75992391.3,-0.1996,-0.8801
600379,1113,1170000,871761474.04,902078704.42,46168116.15,114362057.29,0.0812,0.1398
600380,12466,5929600,28156977599.07,13521605768.2,2578466495.34,3024999592.24,0.134,1.3204
600381,173,1379400,2206170959.18,124266266.02,-319544170.76,-77950989.64,-0.1544,-0.5443
600382,63,2460500,8140066818.54,568279740,498666594.27,215390457.71,0.0707,0.6321
600385,245,1324900,136173574.1,49101201.73,-9124519.53,3473093.28,-0.7537,-0.0616
600387,572,958000,4115055598.5,4931276209.72,75052136.27,-398547576.74,0.0226,0.1591
600388,7684,3463900,25130454747.55,10180764557.17,710786155.84,2093804841.49,0.1122,0.6649
600393,752,3433300,13914276445.55,3016013897.23,-1061539233.07,272478216.03,-0.2055,-0.4185
600396,3207,1738500,20454753752.51,7286516130.81,54811486.99,1062920380.12,0.0227,0.0372
600397,9047,867200,7487539389.1,7602781444.82,-221935563.58,99434491.26,-0.4375,-0.2242
600398,20593,3150000,27668162087.27,17958535867.21,1717548682.26,2830253816.73,0.1236,1.7263
600399,7083,2919100,9223534377.43,6272486483.94,551613937.2,619595383.22,0.1097,0.2797
600400,3408,2464200,4664938757.81,2383966762.77,174482336.41,243108774.85,0.0465,0.0689
600403,27678,1075200,18285462879.67,5871144556.59,-1137103375.27,-277329656.2,-0.1878,-0.4756
600405,2424,1921200,2561747813.9,1215709742.85,-46728195.16,138254950.37,-0.0443,-0.0839
600408,2451,651000,5568171294.71,8789875724.74,333298289.16,704261273.35,0.1309,0.331
600410,2443,3055500,9607559559.49,3901169825.5,441368254.81,449780635.82,0.0769,0.4017
600421,281,1338060,121397457.22,140188499.49,15407976.53,-31692194.55,0.2469,0.0788
600422,5572,2219000,8122108294.77,7717086935.99,462182674.98,409939216.42,0.1004,0.6095
600438,25549,8195500,64251948070.91,44200270334.23,3714738791.09,3024927931.94,0.1178,0.8252
600439,8897,738900,4845533873.97,1329586420.48,37280398.81,146726777.99,0.0134,0.0329
600446,8401,3299000,5132712359.32,5643216679.56,347757330.45,230858427.41,0.1415,0.4042
600460,6160,5319600,9840111275.27,4280561779.48,-22636636.57,145025394.89,-0.005,-0.0173
600462,306,628000,345330799.14,192902615.02,11493771.27,-66330342.28,0.2557,0.0197
600466,19855,11390000,258264128342.72,42957376035.85,3675977385.46,-6127011605.97,0.0792,1.2112
600467,4468,1322400,6485853885.33,1230137523.72,61992641.02,342294743.75,0.0189,0.0424
600477,5031,3026600,8964703841.12,8138757441.89,751634460.14,-14310540.92,0.1772,0.349
600478,2930,2268500,6149025376.63,2545775967,40904808.77,491109994.3,0.0134,0.0247
600481,1428,1322400,4108927604.11,2071563445.68,135637110.94,334183800.25,0.0613,0.0831
600487,15293,3050000,48484724173.86,32384143494.7,1159003994.55,1612385365.07,0.0497,0.4906
