Stkcd,Empnum,Vmntw3,A001000000,B001100000,B002000000,C001000000,T40801,T60200
2536,4281,1111000,3924145805.75,2665466607.27,120178228.2,123425047.62,0.0547,0.24
2537,3648,2039800,6933933948.3,6323989698.92,211344061.29,369786036.37,0.052,0.1707
2538,2998,2092000,6098421829.77,3791657227.26,300722818.97,1153660268.75,0.0723,0.4187
2539,10140,2465100,10228958657.13,9154316093.3,506797072.17,998415151.67,0.144,0.5017
2540,2884,3259700,5305595798.62,3989600120.25,357256375.26,-32116681.25,0.0772,0.2812
2541,15190,1588000,16207311756.83,13450925914.72,799087359.52,159138993.14,0.1337,1.5258
2542,2096,3333100,10603917630.56,5662781314.71,169187941.87,-207957833.59,0.0413,0.0937
2543,4905,2845300,7804895960.83,6269742205.88,611867728.37,1206674187.5,0.1503,0.8228
2545,1648,1029300,11769319568.01,2651387450.76,309021997.84,226517653.45,0.0394,0.2484
2546,927,973300,3510704366.51,574921920.35,181480549.92,150134074.49,0.0563,0.2176
2547,4783,1822800,6109350397.01,5153252761.91,-1068797453.32,291197951.04,-0.5994,-0.9475
2548,3154,4214300,6156989203.56,4069241396.79,245328557.15,360427989.53,0.0802,0.355
2550,1336,2902200,2451779413.58,1667606597.33,-147626875.74,317277947.19,-0.0715,-0.1153
2551,1978,1528200,5061310162.2,2267293874.51,369948965.68,497535712.49,0.1015,0.451
2552,460,1202400,754257005.63,366673036.5,7582590.65,50346379.82,0.0113,0.0248
2553,897,1267000,1287167827.73,465977399.99,393624285.95,88354560.15,0.3598,1.1311
2554,1204,3672000,4062458114.76,1135524875.03,-176248861.65,-145682759.65,-0.0779,-0.1286
2555,4062,6734900,10564331499.85,14399703084.56,3035831321.47,2927937304.65,0.5005,1.4372
2557,4603,3072900,6978984597.11,5289304049.87,805046879.41,596854421.6,0.1913,1.5879
2558,1681,10950300,10834794955.12,2217294341.42,1040758275.34,963316008.45,0.1093,0.6682
2559,1693,1541000,3749239614.86,1638642385.52,125142152.75,258696379.97,0.0617,0.2248
2560,630,903800,3325982220.58,1936813431.15,94314800.69,41199585.41,0.0394,0.1818
2562,2647,2382000,5358440754.77,1918791969.17,28028820.43,-28867357.01,0.0093,0.0264
2563,3677,3540000,17169978788.39,15204910811.06,794389676.79,4456518195.21,0.0691,0.2945
2564,2897,2970000,30387895334.7,7712473560.23,-1401920490.74,49152731.31,-0.4542,-1.6126
2566,1744,1675900,2796099005.75,842589907.04,89614999.89,203514966.83,0.042,0.2708
2567,9798,2530000,10280076176.12,18526853339.68,1068505727.29,1045813495.11,0.1823,1.0913
2568,1622,3226600,3886865771.98,1926643196.25,535487760.41,723366906.29,0.1664,0.9993
2569,933,2162300,390644553.37,254711115.39,-154582509.83,-12436782.51,-0.7857,-1.0719
2570,2111,17576400,4034293142.99,2665134436.24,-313453704.34,30336940.67,-0.2082,-0.3066
2571,2117,1303500,1998532795.33,783326502.46,3786932.45,29867755.85,0.0026,0.0097
2572,13166,5654200,10868020107.42,8352832347.7,1224006442.08,1145048312.03,0.1848,1.3416
2573,1854,4205600,10960870318,4122884881.17,212683132.09,328015372.54,0.0436,0.1967
2574,947,1812800,4123750757.4,2509721659.07,-257856494.36,112076451.36,-0.0868,-0.4884
2575,81,2130100,1037770338.19,91080411,25574802.86,17143768.53,0.0306,0.0413
2576,1089,984200,1348187454.69,1515931646.24,88109794.99,640840.93,0.091,0.5337
2578,1875,1500000,1814493992.99,1593188731.45,62377568.18,132335275.36,0.0434,0.0631
2579,4709,1932600,5113284513.56,2339657837.8,162430675.37,272659863.95,0.0607,0.3266
2580,1923,1575900,2413278976.2,1761288768.66,28993434.73,168853183.74,0.0168,0.0639
2581,769,3435000,2444963143.56,276830417.57,-198177210.15,18510199.59,-0.0905,-0.8649
2582,1928,6020800,6214397083.39,3001375668.95,2148086038.24,334997959.5,0.3916,4.1655
2583,6863,6071400,14270276459.95,6109220863.51,95298636.49,687866454.99,0.0152,0.0518
2584,1263,1592000,4421453856.17,6243170933.2,63688312.86,44571222.05,0.0305,0.1088
2585,1591,1800000,10217798024.03,5061313756.89,720541527.14,1184206284.98,0.0867,0.6232
2586,684,1975500,8129486565.42,1975083077.4,-286491661.81,103206944.85,-0.0872,-0.2504
2587,1364,3372300,2249549146.41,819531945.33,-155977206.17,63803953.87,-0.1122,-0.2379
2588,3441,2200000,7117502126.13,6187938604.81,270774519.27,1510122632.33,0.0574,0.2341
2589,9219,922900,31290194324.55,27203883915.23,624551807.97,364539132.74,0.0596,0.4151
2590,3303,1856300,3674750125.57,2522046951.61,65471679.34,113043538.81,0.0327,0.1365
2591,666,581600,989025633.36,317861532.36,-514398893.69,77435788.03,-0.6624,-1.6894
2592,1116,1761700,1468131594.46,604859908.98,-912358576.81,-204806576.48,-1.1854,-3.2201
2593,3701,1325500,4291481597.74,2934948847.69,76685139.44,219073936.9,0.0389,0.1094
2594,224280,22380000,201017321000,156597691000,6013963000,45392668000,0.0933,2.2044
2595,12890,2351700,6972147328.88,5294480426.3,1006938488.87,-127801322.4,0.1743,1.2587
2596,5966,3178900,6507987939.78,2904059209.47,48279661.87,257563696.63,0.015,0.0421
2597,4409,2088300,6998152136.98,3666246520.47,718521570.26,994007247.99,0.1452,1.281
2599,2630,1997800,2503040217.14,2040221645.34,-358406461.84,310406910.19,-0.2581,-0.6541
2600,76729,4466700,29387252880.86,28142547990.05,2268157010.86,2469829699.5,0.1565,1.285
2601,10038,4791400,34771428954.42,14164015870.48,2327928629.89,3120561622.09,0.147,1.1456
2602,7250,4554200,42746834577.59,14982965023.78,2972631993.74,3173650845.92,0.0993,0.3989
2603,16912,3512300,11492337701.65,8782479676.66,1214930660.59,1586172733.63,0.1362,1.0093
2605,1655,4800000,3886358589.27,2561895757.44,1134081248.86,525784620.2,0.5364,2.8209
2606,1321,2230600,1555299168.95,869660280.91,105479642.21,59159295.63,0.097,0.2566
2607,45066,5051700,14418850027.27,11202494295.04,2304331765.85,4882469101.91,0.539,22.1981
2609,2890,4161600,3161314858.12,1371189159.15,161265292.18,153898529.68,0.0698,0.2503
2610,1610,3315000,9592832932.04,3016317076.72,29525695.33,584290786.88,0.0072,0.0066
2611,1688,7024800,6323236687.05,2916270143.13,397097320.99,550996031.75,0.0938,0.257
2612,5013,2122400,5153564692.5,2876436729.73,135796301.26,379278066.8,0.0378,0.3069
2613,2064,3698600,2106666542.69,1065336556.88,9798839.84,28301216.35,0.0061,0.0105
2614,11448,4785300,8962334969.23,7049158351.67,442639659.5,714610948.32,0.0935,0.7155
2615,4153,3826600,2090269844.22,1491938670.47,-32580745.75,289129592.97,-0.0404,-0.0789
2616,4040,2712000,9328133393.72,3022380872.43,353677275.08,246128727.06,0.1285,0.4767
2617,1480,1491000,8325591108.57,2848368807.53,127748571.92,309555170.47,0.0428,0.0846
2618,585,1672700,1749887310.89,48724451.45,-811050121.78,14679083.4,-0.886,-1.4802
2619,283,1294800,2241462887.08,181897280.41,-1250169515.45,-294982439.25,-0.577,-0.6776
2620,647,1895700,6354774421.15,3763882372.44,175018057.29,-78636162.48,0.0624,0.4627
2621,488,2265100,3574079447.59,356412836.41,-571295231.65,-71094323.03,-0.3138,-0.6911
2622,397,2460700,1340539193.47,114345046.98,-297124345.16,65344208.36,-0.3411,-0.3537
2623,804,1783800,4053842031.16,1802858274.43,140380569.31,241506672.39,0.0595,0.8774
2624,5665,17990000,15506930273.09,10224767171.31,1504287486.34,3692549364.59,0.1345,0.7478
2625,1335,2353000,8647377935.63,636509963.75,162608101.37,11677933.13,0.0207,0.0755
2626,2003,6069800,5152669515.78,3504406641.7,953372423.65,967849312.92,0.273,1.5465
2628,699,3606000,7733050927.61,2175301750.37,82108294.99,-1013675790.42,0.0277,0.1077
2629,138,1637700,379023083.69,108573372.59,-15292047.68,-20488520.21,-0.4753,-0.0371
2630,1247,2349700,12419837727.04,2207318678.96,-479403126.74,37509575.8,-0.1798,-0.406
2631,2517,1285400,3408861177.83,1568231197.98,-51330168.53,29232935.19,-0.0283,-0.0771
2632,1477,1553100,2997725069.94,1266460013.42,161408938.86,783408807.88,0.0805,0.2584
2633,509,1235300,627294102.26,169833443.61,-32675224.04,9162599.9,-0.0705,-0.2178
2634,1318,2911500,1019266372.73,625631302.42,61396512.76,122137485.74,0.0807,0.1337
2635,5723,4798000,7327018193.54,2905309763.51,467776066.88,594417534.28,0.0782,0.6669
2636,2807,1533000,5326075118.56,3606803986.71,183608810.95,432410224,0.063,0.2522
2637,2414,2318600,7218159249.33,7803771296.03,358390697.21,504125369.62,0.1052,0.8481
2638,3484,1919800,4430149710.12,995447143.89,45199878.46,-63819357.48,0.0125,0.0298
2639,3910,1202400,3957656162.89,1458378294.45,-189592252.76,130697145.38,-0.088,-0.2813
2640,2510,1125200,6242274309.13,17021094096.54,-3376158633.87,-171901646.73,-2.7928,-2.1669
2641,6746,5176300,7550290726.28,7036300477.8,768846266.76,1065734056.79,0.1636,0.6224
2642,798,5861700,2789628739.53,2813023478.93,-1082969415.9,114636053.57,-0.7745,-1.6162
2645,1932,1687200,3936997475.24,3375687731.05,228706452.87,242839402.92,0.0761,0.4029
2646,2019,1045100,2662221891.27,763844855.6,-124843631.27,-78777630.11,-0.056,-0.2774
2647,339,7855000,3730196264.65,2130285587.66,-370057359.77,94124010.71,-0.6648,-0.6609
2648,3271,5110800,32340587537.25,10772547694.35,1657626320.24,-519545147.52,0.1215,1.3526
2649,20535,7093100,4510239429.88,4309968361.13,342388849.22,585709550.06,0.1104,0.6433
2650,1520,2074300,3128197958.46,2072648552.29,176255825.78,278168838.01,0.0689,0.153
2651,1419,2395400,2977508154.92,818935856.28,191681143.68,148569819.48,0.081,0.1855
2652,218,2209500,1025580376.36,1267985888.15,-118518175.76,52683861.66,-0.3696,-0.2315
2653,3766,2817800,4996569901.3,3329599574.66,601204673.93,206207636.18,0.2106,0.5595
2654,1948,6949100,4443558046.4,4159816485.84,115672034.76,172214660.03,0.0532,0.1323
2655,2622,1393400,1077122987.14,1180095857.95,45935814.22,184936880.67,0.0881,0.1276
2656,630,1654500,1199407622,511949377.31,7317530.32,-172080906.88,0.0096,0.0103
2657,1070,2852000,3142376101.15,1758402676.54,6900174.38,31768305.49,0.0031,0.0204
2658,1941,1164300,3240847507.53,1212795137.12,150239780.79,241240530.32,0.0673,0.2484
2659,655,3730800,4114438418.81,321022306.4,-132490684.43,3496978.26,-0.0534,-0.2215
2660,2221,2712200,1731517323.71,1234958706.7,62949513.23,47709872.12,0.0908,0.2295
2661,4987,1279200,3852125064.31,3957752136.32,292756152.96,410895890.03,0.1141,0.8745
2662,6734,2468800,5154395189.59,3754078111.18,112531009.65,802309399.11,0.0355,0.075
2663,1832,1120000,7115143509.22,2541479437.87,-218670565.12,-46069024.43,-0.0549,-0.1218
2664,2945,2765000,5398025293.82,2878287718.82,298587905.25,171852460.04,0.1092,0.7464
2665,912,1619000,8037132708.82,440530501.16,-889934263.58,-430169726.68,-0.1547,-0.3505
2666,930,2519700,4174052835.82,4467762291.06,230246064.25,287089416.15,0.0722,0.3052
2667,398,365200,907550455.51,290153380.58,5218058.65,20960879.79,0.0067,0.0226
2668,10037,2631600,9213480693.3,8345133628.27,-100264012.64,2377691833.4,-0.0303,-0.0925
2669,979,2100000,3326558599.5,1932135499.94,214565012.2,-122679809.17,0.0913,0.8498
2670,2580,6239200,31319119533.76,2205985257.07,-366439157.27,4290382487.67,-0.0324,-0.1894
2671,1177,1684700,3095185184.22,836771454.77,-98964725.98,-248727976.24,-0.0452,-0.1746
2672,4978,4962400,10424153481.19,3315021211.14,333494498.82,974142244.55,0.0621,0.3793
2674,2248,3575600,3089073627.58,1460440505.08,115301958.53,179252491.64,0.0538,0.3951
2675,2000,2886300,7393206198.64,3418977548.62,517473218.48,572576712.65,0.1042,0.6451
2676,3775,4215900,1973794847.64,1728369950.27,28111613.83,40131752.5,0.0258,0.039
2677,1150,5116700,2178534859.65,1770817768.09,543562762.44,633842680.21,0.319,0.8414
2681,8833,4113400,5183708377.19,3537728683.41,1057866868.2,478701182.21,0.4701,0.5798
2685,930,3430000,6060462178.82,7642355515.58,-1070774331.9,-119159663.61,-0.2725,-1.0626
2686,2440,4550000,3418012138.43,1484180849.78,30845170.26,103017646.14,0.0175,0.0545
2687,3596,1620000,1775864104.47,1088474340.74,144281981.87,181271888.39,0.1077,0.4122
2688,2103,1628300,3376867194,1814638965.54,139193071.92,258079960.72,0.0795,0.2191
2689,1522,1831300,2119419034.48,915213967.87,6786093.36,107791310.31,0.0051,0.0065
2690,1368,3697300,2859167501.04,1495969217.24,438188941.59,415362285.83,0.1909,0.6482
2691,630,543200,1046957937.57,240867674.57,-15624785.82,15222009.61,-0.0179,-0.046
2692,1150,3120000,2590711346.5,2649773036.02,-134048105.61,-30934855.42,-0.1433,-0.1867
2693,413,1633100,907677495.31,269441762.99,-79949598.74,-10501850.45,-0.1336,-0.1974
2694,1903,1650100,2470637165.03,1428821038.93,-297781594.28,204874547.08,-0.3815,-0.5385
2695,2386,3780600,3026744153.59,2436379031.28,286071109.32,125319174.32,0.1157,0.5579
2696,3174,3274100,2785868301.99,2482574247.63,26459454.16,34734570.52,0.0187,0.0757
2697,16632,1556000,6120784252.27,9053380331.6,504717976.81,494649969.04,0.1465,0.3711
2698,1250,1378400,4576810168.61,1827912892.55,469840952.97,147006474.65,0.173,0.4595
2699,3078,1344000,2829028851.66,990470977.72,-945502494.07,190942288.51,-0.4228,-1.0395
2700,496,1488900,1086495534.21,419032878.93,-207479657.3,197314213.53,-0.2338,-0.4912
2701,4188,6200000,15093540187,10561012720,709966894,723599105,0.1045,0.2938
2702,1717,3248800,1352942852.64,1605751408.05,70495338.15,119401513.38,0.0838,0.1466
2703,1680,1993600,1976246329.85,1102127420.29,34600920.76,95704763.63,0.026,0.0438
2705,28786,12395500,12494765158.2,13191047852.54,1155682606.03,2509960222.83,0.1894,1.3979
2706,2975,9149500,3260945946.79,3016563222.31,375467233.97,633409825.21,0.1842,0.4785
2707,3089,584400,3357445192.72,1592184189.24,-1654891896.32,177102410.75,-2.3378,-1.826
2708,2972,3978400,2650777306.63,1434256333.89,50358039.76,133102738.56,0.0342,0.1074
2709,2933,3219900,6010469031.69,4119046395.55,500446656.93,632457691.55,0.1415,0.9164
2712,775,4520700,2746908354.57,3960546274.78,-1146414790.51,-76886352.54,-0.573,-1.9725
2713,6465,3418800,3162984866.27,3446665287.33,217204097.01,207888110.38,0.2125,0.5177
2714,121995,17907100,122627256969.07,56277065607.85,30374769876.15,23185751195.99,0.4595,8.0798
2715,1451,817400,734571723.61,372654175.71,15339324.29,60705926.06,0.0302,0.1112
2716,486,2517000,3648844241.63,1205143833.11,222316983.25,-182461487.08,0.1133,0.1006
2717,2272,1850000,19590566114.4,6651284618.54,-452069198.15,651604328.11,-0.0933,-0.2957
2718,808,2227600,1979325898.27,757452458.07,77826886.05,95229376.68,0.0587,0.5921
2719,1843,854500,1420646681.18,875419375.06,51855165.05,158979738.44,0.0593,0.2978
2721,1647,2947900,10311633010.64,3896180389.56,-2666625238.54,-55823607.04,-1.1401,-2.7779
2722,2211,2251900,2997320589.33,2366805499.78,33406133.12,281440242.59,0.0176,0.1904
2723,1201,2000000,1489562236.44,1089212931.35,25884639.69,60193864.25,0.0406,0.1347
2724,2844,3325600,3337363073.65,1704303041.56,334535412.76,299192255.46,0.12,0.429
2725,1321,2404800,1349442635.09,722218589,-6438201.03,171215602.15,-0.0063,-0.0251
2726,5855,1720900,8551436933.53,24101638774.23,974511523.51,1325020082.82,0.2637,0.9785
2727,30129,2156900,9328305421.12,12656284259.54,789166050.86,1033358977.02,0.1365,1.3256
2728,1228,1703700,2256115995.49,632695186.75,43816477.34,168985866.48,0.0406,0.2153
2730,1028,1866400,1288844458.41,808127844.95,55439729.69,108554689.44,0.0552,0.1718
2731,661,900000,3569084007.51,2109468698.82,28466576.05,136988315.27,0.0231,0.1111
2733,2602,1310700,5210911959.26,2546623812.71,67235092.77,138052965.59,0.0221,0.1745
2734,4245,3804000,5189717085.51,4388047897.5,429810085.34,903335207.94,0.1708,1.1538
2735,2255,1687800,1594000512.93,1541627190.34,102129166.45,83083878.19,0.1116,0.6694
2737,5621,2105000,5113343143.57,3461888347.2,619938740.3,1169867011.53,0.1828,1.0615
2738,1081,2215000,4919946732.46,1275709822.53,171214375.42,232263311.41,0.054,0.5588
2739,11561,15883100,23476060766.72,6295481617.12,-6841349488.68,482122394.75,-0.6654,-3.0669
2740,606,2322600,2643520347.5,1514315524.37,-1576972870.77,-37552214.31,-1.7454,-3.473
2741,1012,1835200,2740782660.35,2014264550.37,35304119.72,124896456.41,0.0273,0.0943
2742,3085,1490400,4877608615.06,2549509857.65,84473255.39,140899447.36,0.0481,0.1955
2743,2438,1000000,9045273442.87,4074415980.63,134469354.55,213497381.52,0.0456,0.3089
2745,19022,2230600,30775237621.62,17381307066.41,303400490.02,1466148101.44,0.0242,0.2044
2746,5351,566600,5462381123.85,3188320694.09,357581436.08,552559637.52,0.077,0.6233
2747,2507,2124800,5684821590.25,2510166560.85,151557162.43,320720852.06,0.0763,0.1804
2749,1453,2030300,1746318076.6,1160043313.74,170370430.13,209320213.31,0.1329,0.3954
2750,421,1458600,841755807.01,254026717.66,7754249.57,-6776928.51,0.011,0.0194
2751,666,1572000,4101311255.74,1024272654.72,71233944.94,218302384.47,0.0408,0.4609
2753,785,800000,2540415679.2,2391239921.38,158221064.72,159220996.72,0.0818,0.4214
2755,1602,4878000,3808099396.51,3782688912.3,725368749.75,580383967.84,0.2391,0.7815
2756,1475,2320000,5361512338.96,4973126242.49,257432504.32,549000414.88,0.0629,0.6538
2757,1880,1695900,2831770858.44,2132920290.43,264135058.25,473656695.89,0.1291,0.894
2759,980,1546400,3189338586.66,742829810.73,-10779865.21,38737079.27,-0.004,-0.0268
2760,980,431400,1342572896.6,704424279.16,86458016.78,120838100.84,0.12,0.9825
2761,20546,1649500,86780759638.82,79549653110.03,1153738458.89,721435461.18,0.1572,0.9505
2762,917,2210900,1102746528.91,313130137.94,32407554.19,84033626.22,0.0327,0.0915
2763,6326,4849900,2612650808.39,2372856866.52,232602230.85,404333783.43,0.1123,0.5656
2765,4002,1820100,3944885227.66,2412213400.71,2960457.38,71397632,0.0016,0.0051
2767,521,1190000,999153752.37,354441163.32,20155252.52,17340719.77,0.0267,0.1344
2768,1794,1478800,5461467412.5,7181295030.71,742341424.14,149958072.17,0.2309,2.7367
2769,370,2516700,6099962497.04,3255111387.16,67727802.16,10945198.11,0.0467,0.1814
2770,922,959600,2418014632.76,475869677.68,-1273342045.75,-6706703.57,-4.1933,-1.163
2771,422,1292200,1146613927.88,661899573.99,19128619.28,47175380,0.0271,0.0912
2772,5198,7648500,5581944186.22,1483178491.71,189495981.29,389318797.26,0.0694,0.5153
2773,3882,9748800,7001158559.94,3295430120.05,-269853091.45,273315485.36,-0.0469,-0.2935
2774,1540,1906800,1758789779.65,939331820.53,30582432.43,100503465.83,0.0279,0.0901
2775,1407,1534100,5394068605.48,2520203789.55,155431311.82,41560255.83,0.0615,0.3031
2776,648,756300,3046501328.34,723203586.99,-318152146.09,196731794.72,-0.156,-0.5914
2778,711,847300,1580956442.07,980924298.09,104041363.19,62012240.91,0.1698,1.1676
2779,735,1410000,881575250.11,394879383.07,-24180198.8,39875147.52,-0.0391,-0.1832
2780,750,1837900,800467460.17,467487848.35,-67703199.31,-25192996.48,-0.1224,-0.4657
2781,950,1488000,3818140537.35,2109572607.08,-571860061.88,-83536476.6,-0.401,-2.5416
2782,3910,3179000,1942446429.71,1279890651.44,206038300.85,145282764.01,0.1411,0.432
2783,3199,1153400,6698110596.45,2010941155.82,93565292.58,98510126.18,0.0355,0.2477
2787,1916,1196100,2556836617.82,1781800109.28,47398001.77,19913444.9,0.03,0.15
2788,5163,4414200,8434883342.25,15531278461.55,267808898.78,77222645.26,0.1113,0.6893
2789,406,1363600,4327616275.86,2269386975.71,-26007540.59,-341258440.91,-0.0256,-0.1884
2790,2843,2145000,2089487820.67,1284195761.57,114337093.9,87294198.09,0.0679,0.2732
2791,13083,2162100,6759417402.68,6737030537.44,868948754.31,500769751.84,0.2114,2.7025
2792,2588,1675200,3163421425.22,1509463141.36,76258516.7,82516372.23,0.0364,0.2257
2793,6239,3527100,7721699746.56,6095945567.98,342601349.14,-32397977.67,0.0788,0.2335
2795,1033,1084500,1185934827.59,647691188.74,13104132.77,56472415.67,0.0204,0.0655
2796,1982,1806000,2416023484.37,1640945850.17,42071365.27,40402387.42,0.0265,0.1667
2797,3322,18165878.04,40636431361.01,1935549265.05,879072102.08,-190323756.87,0.0609,0.2092
2798,6530,794800,8966193186.21,5637039169.02,563181492.45,26668905.54,0.1325,1.4481
2800,186,2167700,942570109.64,1131446262.5,29025489.25,-6868280.24,0.0589,0.3887
2801,729,1430000,1388676087.76,798194758.98,193376285.97,131817899.51,0.1645,1.2632
2802,324,2468000,686733411.97,544715994.91,91902871.62,99138875.55,0.1578,0.8482
2803,3429,1927400,2810741798.61,4410213459.25,576827653.31,539361382.38,0.326,1.5243
2805,414,732500,1106987046.01,357263903.73,-29202999.58,4704430.17,-0.0534,-0.2009
2806,608,1330800,1770356702.5,440268107.95,-304775122.96,148822131.94,-0.2883,-1.7264
2808,407,798100,788796690.82,486773481.46,32170033.49,32805529.12,0.0534,0.1197
2809,983,5375000,1964428530.84,1336561305.46,141745281.72,-59998036.82,0.1083,0.6859
2810,1299,3065500,1689640259.82,1308887972.69,254724888.73,387177260.51,0.2117,1.2684
2812,5040,1656300,20572234846.4,4283007589.11,1175649460.92,1055180013.19,0.1014,1.3261
2813,293,1752500,540504892.38,492663142.86,78805093.62,52436362.7,0.2063,0.6567
2815,5455,4502000,7683984221.64,4367714599.51,445242876.59,526466567.6,0.1024,0.5045
2816,423,837000,559047714.1,150424926.5,-51248257.81,40159012.48,-0.1263,-0.5125
2817,699,1821700,915812091.29,319426287.89,43590477.14,62711557.61,0.057,0.2959
2818,758,4440000,6674100153.59,1327599762.6,782809948.83,202307035.23,0.1364,1.0413
2822,4121,2499100,7302375657.32,5581448926.63,258931337.76,-302165554.77,0.0749,0.3589
2823,3768,3111800,3439288529.87,1920648565.28,83687026.45,195474588.9,0.0582,0.2915
2824,2481,1032300,1537045436.42,1484493575.73,78292393.48,37325841.93,0.0837,0.4266
2825,936,1850200,1221281870.27,1253716067.94,112003928.77,124686351.62,0.1305,0.7622
2826,440,1459400,908087426.76,602619263.55,41091164.3,101735689.5,0.0598,0.2143
2828,1311,1840100,2629489650.07,935753630.82,26974024.13,55038672.9,0.0273,0.1342
2829,564,1611800,1735733804.88,685407527.85,131339533.49,193384626.88,0.1138,0.8491
2830,1528,2093400,1498377879.5,867205584.01,25725016.16,179841720.07,0.0388,0.1929
2831,21728,5329800,16587106289.07,11788937055.99,1147450609.39,1003019058,0.1312,1.2283
2832,2838,2422700,3635040621.65,1937598467.67,479386422.78,636849599.2,0.2048,0.9147
2833,1531,1725000,2269995065.38,1689291861.88,359052288.81,414171373.78,0.1973,1.6589
2835,1190,2150000,1097972463.68,788394128.45,70653528.46,71833085.22,0.094,0.3216
2837,2347,1864300,2821848629.39,1703335763.28,180517983,9740057.33,0.1286,0.5602
2838,1221,1200000,2971359029.06,4422330226.81,869150793,860073749.24,0.4343,2.1304
2840,2908,783800,4996282254.02,8836356750.32,161349829.94,360617567.67,0.0724,0.36
2841,4779,4162300,12560354599.1,17129315322.12,1911825549.34,1987518032.51,0.2612,2.8619
2842,984,770000,2415189076.62,1290408755.92,40490685.6,59381220.94,0.041,0.148
2843,418,1593800,785399586.96,403179759.32,41554256.53,84841967.2,0.0857,0.1979
2845,10252,5601400,9326361005.94,10601084867.69,279543478.65,76953356.06,0.1066,1.193
2846,1310,2000800,1811702876.16,1332182835.17,73816054.87,155651405.21,0.0849,0.3711
2847,3256,1753000,2021302011.12,1958851487.13,242120750.71,340608207.1,0.2798,1.8717
2848,1609,1295500,800114329.88,417914225.04,-368859862.74,-44506362.6,-1.0451,-2.2068
2849,743,1350000,1848201253.56,1198144720.51,103865588.3,117976627.08,0.1246,0.7842
2850,3036,1504800,5472008753.89,1985066896.04,177345457.11,83688619.36,0.0436,0.7614
2851,3481,2680000,5206361297.77,3376442661.13,403460718.15,464096475.01,0.1304,0.8039
2852,873,1239200,3457936124.56,5287320473.49,-77154483.14,56462249.56,-0.0409,-0.267
2853,2679,3436200,3129280870.63,1493622448.41,215547640.13,218266631.97,0.1073,1.1555
2856,685,1224400,1779169092.99,1248532270.67,15406266.36,-65711436.89,0.0186,0.1139
2857,425,1909500,637010408.88,211728010.6,23424300.3,69141124.78,0.0473,0.183
2858,354,761600,593451756.57,200097574.02,-38913581.11,71923260.76,-0.0902,-0.3081
2859,2310,2259300,3244777723.78,1425518877.92,289251188.98,250536521.42,0.1531,0.7032
2860,1196,2881897.9,1664179515.9,926979908.77,110275743.17,95475734.82,0.1053,0.5539
2861,2801,1106400,1761109058.72,1207882606.98,44922656.72,145276366.65,0.0418,0.3688
2862,520,1367300,675614231.33,251054802.27,-40984118.02,-22298699.15,-0.0778,-0.3415
2863,3952,1324800,5358047633.25,3114711847.51,66183149.64,234428023.33,0.0353,0.1327
2864,859,592700,1162548834.54,670312981.62,81092265.38,92238027.19,0.1102,0.9356
2865,1738,1562800,1857557669.51,858474941.7,13546420.99,50447966.68,0.0129,0.1052
2866,2008,3423100,2708946239.51,1769844754.46,135096601.7,156932178.52,0.0764,0.4719
2867,3068,3021000,6655743538.85,5084128474.22,1013402749.67,1361431320.16,0.188,1.3867
2868,656,1286300,972502779.28,308145259.54,42935767.57,90720874.01,0.0558,0.2763
2869,722,2626500,2896549718.88,1563646033.41,628953941.07,-83647556.44,0.2656,3.4819
2870,2511,1997800,6371180196.48,976734513.36,75083178.62,169823064.61,0.042,0.6784
2871,680,1168400,869664922.77,344590024.63,57968093,89946129.75,0.0874,0.4968
2872,1763,1677400,3645939804.44,1202746111.67,-493585115.96,189754329.53,-0.2065,-1.5522
2873,1054,1974800,1535933766.56,750946390.31,74103210.31,175767527.16,0.0895,0.6325
2875,3155,2641000,1160508337.22,1256842735.41,-46815911.75,121777065.68,-0.0556,-0.2748
2876,2207,2782100,3293291060.75,1905103947.8,118692216.4,161443557.89,0.064,0.9511
2877,783,2086400,1458062614.15,551724703.77,57084304.45,-48288055.52,0.0733,0.1717
2878,725,3723800,1455013221.93,1990452894.61,187404377.42,148355444.78,0.2173,0.846
2879,1371,2160100,1964762880.08,940579693.14,161596681.93,80783605.97,0.1052,0.8368
2881,803,2708800,978562546.53,1120845596.78,27439978.81,68445141.81,0.0472,0.1487
2882,1208,1275800,2668740266.76,3199364015.01,191927815.34,80549439.31,0.0986,0.4434
2883,733,2181300,981218701.37,475169674.94,78073281.84,100744669.04,0.1257,0.5994
2884,1159,4952000,2170106636.19,1435395208.86,358517067.24,277228604.32,0.1815,1.4132
2885,3549,2129400,1628676179.23,1313750643.23,31440655.91,101045399.08,0.0393,0.1747
2886,793,2607300,1635066682,1152815665.61,71819778.8,130265453.84,0.0623,0.5389
2887,374,6550000,3624704797.23,948195142.03,285149951.34,282691602.49,0.1298,0.9139
2889,760,2139700,7711438084.86,2698509643.16,204664805.75,49114634.67,0.1143,1.482
2890,699,2626100,654262889.05,406275564.89,23419933.84,52892220.97,0.0425,0.3513
2891,3003,4698500,2502840080.12,2232754482.14,151419124.66,16838123.07,0.0824,0.7723
2892,3312,2128700,939603391.14,993191719.42,98237880.97,27607971.48,0.1377,0.6912
2893,981,2332200,2195207708.31,951568490.47,26920721.18,176973104.71,0.0441,0.1313
2895,1394,1053300,3768210279.67,1777251943.74,143181345.68,255651137.56,0.0484,0.2932
